meet_date,meet_name,score_site,session_id,score_url,is_wag,export_status,export_filename,export_date,export_message
2026-04-01 15:00,NCAA Regional '26 @ LSU: Air Force vs Nebraska,Virtius,sd_3PUC_AG,https://virti.us/session?s=sd_3PUC_AG,true,NOT_PROCESSED,,,
2026-04-01 17:00,NCAA Regional '26 @ Arizona State: ASU vs Arizona,Virtius,bN1HhLEV2x,https://virti.us/session?s=bN1HhLEV2x,true,NOT_PROCESSED,,,
2026-04-02 14:00,NCAA Regional '26 @ LSU: Second Round #1,Virtius,nXzWc7FAB_,https://virti.us/session?s=nXzWc7FAB_,true,NOT_PROCESSED,,,
2026-04-02 14:00,NCAA Regional '26 @ Kentucky: CMU vs Rutgers,Virtius,rICvUUwgET,https://virti.us/session?s=rICvUUwgET,true,NOT_PROCESSED,,,
2026-04-02 16:00,NCAA Regional '26 @ ASU: Second Round #1,Virtius,uRGgiTHKkw,https://virti.us/session?s=uRGgiTHKkw,true,NOT_PROCESSED,,,
2026-04-02 17:00,NCAA Regional '26 @ Oregon State: SJSU vs UW,Virtius,q6ZQMmZ1-v,https://virti.us/session?s=q6ZQMmZ1-v,true,NOT_PROCESSED,,,
2026-04-02 20:00,NCAA Regional '26 @ LSU: Second Round #2,Virtius,zb45zMSdyR,https://virti.us/session?s=zb45zMSdyR,true,NOT_PROCESSED,,,
2026-04-02 22:00,NCAA Regional '26 @ ASU: Second Round #2,Virtius,0V35w_ZRiG,https://virti.us/session?s=0V35w_ZRiG,true,NOT_PROCESSED,,,
2026-04-03 13:00,NCAA Regional '26 @ Kentucky: Second Round #1,Virtius,-yOiSzDV0T,https://virti.us/session?s=-yOiSzDV0T,true,NOT_PROCESSED,,,
2026-04-03 16:00,NCAA Regional '26 @ Oregon State: Second Round #1,Virtius,BCCtPHU0sK,https://virti.us/session?s=BCCtPHU0sK,true,NOT_PROCESSED,,,
2026-04-03 19:00,NCAA Regional '26 @ Kentucky: Second Round #2,Virtius,NeFY2MLCKQ,https://virti.us/session?s=NeFY2MLCKQ,true,NOT_PROCESSED,,,
2026-04-03 20:00,Big Ten Championships '26 @ Nebraska: Team Finals,Virtius,RFPaUMObrk,https://virti.us/session?s=RFPaUMObrk,false,NOT_PROCESSED,,,
2026-04-03 22:00,NCAA Regional '26 @ Oregon State: Second Round #2,Virtius,kAxFuxrCrO,https://virti.us/session?s=kAxFuxrCrO,true,NOT_PROCESSED,,,
2026-04-04 13:00,ECAC Championships '26,Virtius,3mwftyC216,https://virti.us/session?s=3mwftyC216,false,NOT_PROCESSED,,,
2026-04-04 18:00,NCAA Regional '26 @ LSU: Final,Virtius,LJevA_TmY6,https://virti.us/session?s=LJevA_TmY6,true,NOT_PROCESSED,,,
2026-04-04 19:00,MPSF Championships 2026,Virtius,nQ1Sxn-8jP,https://virti.us/session?s=nQ1Sxn-8jP,false,NOT_PROCESSED,,,
2026-04-04 20:00,NCAA Regional '26 @ Arizona State: Final,Virtius,Hv9bKIh1xf,https://virti.us/session?s=Hv9bKIh1xf,true,NOT_PROCESSED,,,
2026-04-04 20:00,Big Ten Championships '26 @ Nebraska: Event Finals,Virtius,_gu8nKF18O,https://virti.us/session?s=_gu8nKF18O,false,NOT_PROCESSED,,,
2026-04-05 17:00,NCAA Regional '26 @ Kentucky: Final,Virtius,tBd8CrXBoV,https://virti.us/session?s=tBd8CrXBoV,true,NOT_PROCESSED,,,
2026-04-05 20:00,NCAA Regional '26 @ Oregon State: Final,Virtius,5x98j5g2VO,https://virti.us/session?s=5x98j5g2VO,true,NOT_PROCESSED,,,
2026-03-29 13:00,WCGNIC '26: Session #4 Event Finals,Virtius,PRKNZshVOj,https://virti.us/session?s=PRKNZshVOj,true,NOT_PROCESSED,,,
2026-03-28 19:00,WCGNIC '26: Session #3 Finals,Virtius,JUU5il2HP2,https://virti.us/session?s=JUU5il2HP2,true,NOT_PROCESSED,,,
